tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,target_norm,text_clean
Sweet :) RT @mention Bday pressie for myself: iPhone 4. @mention got a matching one. Now we can fit in with hipsters #sxsw this wkd ;),iPhone,Positive emotion,Apple iPhone,sweet rt bday pressie for myself iphone 4 got a matching one now we can fit in with hipsters sxsw this wkd
@mention RT: New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},,No emotion toward brand or product,,rt new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by mashable link
@mention RT@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},,No emotion toward brand or product,,rt apple is opening up a temporary store in downtown austin for sxsw and the ipad 2 launch link
VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake (Please RT),,No emotion toward brand or product,,very important make sure you are donating to the japanese red cross for japan link sxswcares sxsw quake please rt
Google earth engine are providing tech to indigenous tribes to report on statuses of forests. This is more like it #saveustechies #sxsw,Other Google product or service,Positive emotion,Other Google product or service,google earth engine are providing tech to indigenous tribes to report on statuses of forests this is more like it saveustechies sxsw
Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,iPhone,Positive emotion,Apple iPhone,which smartphone rules sxsw definitely the iphone 4 96 of apple smartphone i've eyeballed are the ip4
Class starts now. #SXSW @mention Designing iPad Interfaces - New Navigation Schemas {link},,No emotion toward brand or product,,class starts now sxsw designing ipad interfaces new navigation schemas link
#sxsw starts today and the Apple ipad2 comes out tomorrow. I wonder if more ipad2's will be in austin apple stores for sale?,,No emotion toward brand or product,,sxsw starts today and the apple ipad2 comes out tomorrow i wonder if more ipad2's will be in austin apple stores for sale
N22: Opportunity Knocks {link} [codes valid: 12:00-3:59:59p 03/13/11] #infektd #sxsw #necro,,No emotion toward brand or product,,n22 opportunity knocks link codes valid 12 00 3 59 59p 03 13 11 infektd sxsw necro
Google party @mention maggie maes rocks like it's 1986. #sxsw,,No emotion toward brand or product,,google party maggie maes rocks like it's 1986 sxsw
Google party broke up. At the Tumblr / Funny or Die party. Fun! #sxsw,,No emotion toward brand or product,,google party broke up at the tumblr funny or die party fun sxsw
"Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",Google,Positive emotion,Google,google party is at gsd amp m google map it sxsw badge gets u in free food drinks music big place no line great party come
"Google party, don't think they are checking for badges if you say your on list. Free food and booze. #frood #sxsw CC @mention",Google,Positive emotion,Google,google party don't think they are checking for badges if you say your on list free food and booze frood sxsw cc
Google party! #sxsw (@mention GSD&amp;M w/ 157 others) {link},Google,Positive emotion,Google,google party sxsw gsd amp m w 157 others link
Google party. Photo booth fun. #SXSW {link},Google,Positive emotion,Google,google party photo booth fun sxsw link
"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. ... {link} #Cnet",,No emotion toward brand or product,,per this rumor google may preview its big social strategy at an '80s themed costume party at sxsw yep link cnet
"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} {link}",Google,Positive emotion,Google,per this rumor google may preview its big social strategy at an '80s themed costume party at sxsw yep link link
"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} #cnet",,No emotion toward brand or product,,per this rumor google may preview its big social strategy at an '80s themed costume party at sxsw yep link cnet
"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. http:/... {link}",,No emotion toward brand or product,,per this rumor google may preview its big social strategy at an '80s themed costume party at sxsw yep link
"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2  /via @mention",,No emotion toward brand or product,,yes the rumors are true come play with on ipad at our booth at sxsw exhibit hall 3 ipad ipad2 via
"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",,Positive emotion,,yes the rumors are true come play with on ipad at our booth at sxsw exhibit hall 3 ipad ipad2 under the giant quot o quot
Google Serves Up Mobile Location Data #SXSW by Wireless Week  {link},,No emotion toward brand or product,,google serves up mobile location data sxsw by wireless week link
"Public Service Announcement: The @mention Grill is amazing! Drinks and food for free, great company, and zazzle ipad cases! #SXSW",,No emotion toward brand or product,,public service announcement the grill is amazing drinks and food for free great company and zazzle ipad cases sxsw
Just interviewed Mike Tyson in a makeshift boxing ring #SXSW about his upcoming iPhone game that will let you fight Pauly D and other celebs,,No emotion toward brand or product,,just interviewed mike tyson in a makeshift boxing ring sxsw about his upcoming iphone game that will let you fight pauly d and other celebs
Dude interviewing a donkey about an iPhone app. #hpsxsw #SXSW  {link},,No emotion toward brand or product,,dude interviewing a donkey about an iphone app hpsxsw sxsw link
Will I survive #SXSW will only 1.6 gigs of space left on my iPhone? We shall see.,iPhone,Negative emotion,Apple iPhone,will i survive sxsw will only 1 6 gigs of space left on my iphone we shall see
A #browserwars panel without Apple is like a #sxsw without parties.,Apple,Positive emotion,Apple,a browserwars panel without apple is like a sxsw without parties
@mention RWW: Google Circles will be ______    #sxsw {link},,I can't tell,,rww google circles will be sxsw link
"Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th btw Brazos &amp; San Jacinto till 11pm via @mention",,No emotion toward brand or product,,best hungry at sxsw tip mekong river great vietnamese link 6th btw brazos amp san jacinto till 11pm via
60% battery life on my iPhone and the conference is only just starting #sxsw,,No emotion toward brand or product,,60 battery life on my iphone and the conference is only just starting sxsw
"#blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",iPhone,Positive emotion,Apple iPhone,blackberry users must feel like such losers here at sxsw clearly iphone crowd baby
"Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",,No emotion toward brand or product,,don't worry you guys found an iphone charger what's the deal with hipsters and beards right sxsw
"thanks, Bryan RT @mention Official #SXSW App Û÷SXSW GOÛª {link} #android #iphone #ipad",,No emotion toward brand or product,,thanks bryan rt official sxsw app sxsw go link android iphone ipad
&quot;Everyone here already has one.&quot; is not anti-theft protection when you leave your laptop or iPad to go get your latte. #sxsw @mention,,No emotion toward brand or product,,quot everyone here already has one quot is not anti theft protection when you leave your laptop or ipad to go get your latte sxsw
Guess everyone wanted to design ipad apps for their mom #sxsw,iPad or iPhone App,Negative emotion,Apple iOS App,guess everyone wanted to design ipad apps for their mom sxsw
#SXSW #garyvee today download on iPhone daily grape,,No emotion toward brand or product,,sxsw garyvee today download on iphone daily grape
10 minutes 'til Marissa Mayer from google takes the stage #sxsw,Google,Positive emotion,Google,10 minutes 'til marissa mayer from google takes the stage sxsw
Check this @mention RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},Apple,Positive emotion,Apple,check this rt 10 30 am line at apple pop up store in austin it opens at 5 pm sxsw link
Don't miss @mention iPad app design talk this morning at 9:30 #SXSW,,No emotion toward brand or product,,don't miss ipad app design talk this morning at 9 30 sxsw
Don't miss @mention presentation in #CircusMash at 2 PM! Filmaster Mobile for iPhone is to be officially launched! #SXSW,iPad or iPhone App,Positive emotion,Apple iOS App,don't miss presentation in circusmash at 2 pm filmaster mobile for iphone is to be officially launched sxsw
Watch this @mention #sxsw - #ecademy @mention {link},,No emotion toward brand or product,,watch this sxsw ecademy link
Watch this @mention #sxsw - #ecademy @mention {link} &gt;&gt; fascinating &amp; so true about maps saving itme - lots of it,,Positive emotion,,watch this sxsw ecademy link gt gt fascinating amp so true about maps saving itme lots of it
Watch this @mention #sxsw {link},,No emotion toward brand or product,,watch this sxsw link
